Subject,Url
Radar & Signal Processing,https://www.barnesandnoble.com//b/textbooks/engineering/radar-signal-processing/_/N-8q9Z2c1e;jsessionid=6486041D763E0A6C80A297911476BDB2.prodny_store01-va08
Robotics & Artificial Intelligence,https://www.barnesandnoble.com//b/textbooks/engineering/robotics-artificial-intelligence/_/N-8q9Z2c1i;jsessionid=6486041D763E0A6C80A297911476BDB2.prodny_store01-va08
Social & Cultural Aspects of Technology,https://www.barnesandnoble.com//b/textbooks/engineering/social-cultural-aspects-of-technology/_/N-8q9Z2c1v;jsessionid=6486041D763E0A6C80A297911476BDB2.prodny_store01-va08
Telecommunications,https://www.barnesandnoble.com//b/textbooks/engineering/telecommunications/_/N-8q9Z2c2l;jsessionid=6486041D763E0A6C80A297911476BDB2.prodny_store01-va08
African History,https://www.barnesandnoble.com//b/textbooks/history/african-history/_/N-8q9Z1208;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
Ancient History,https://www.barnesandnoble.com//b/textbooks/history/ancient-history/_/N-8q9Z11tt;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
Asian History,https://www.barnesandnoble.com//b/textbooks/history/asian-history/_/N-8q9Z127k;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
Australian & Oceanian History,https://www.barnesandnoble.com//b/textbooks/history/australian-oceanian-history/_/N-8q9Z12bw;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
Canadian History,https://www.barnesandnoble.com//b/textbooks/history/canadian-history/_/N-8q9Z12g6;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
European History,https://www.barnesandnoble.com//b/textbooks/history/european-history/_/N-8q9Z121w;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
History - Reference & Study,https://www.barnesandnoble.com//b/textbooks/history/history-reference-study/_/N-8q9Z12fe;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
Latin American History,https://www.barnesandnoble.com//b/textbooks/history/latin-american-history/_/N-8q9Z12ai;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
Middle Eastern History,https://www.barnesandnoble.com//b/textbooks/history/middle-eastern-history/_/N-8q9Z11mc;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
Military History,https://www.barnesandnoble.com//b/textbooks/history/military-history/_/N-8q9Z11uw;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
Russian & Soviet History,https://www.barnesandnoble.com//b/textbooks/history/russian-soviet-history/_/N-8q9Z11kn;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
United States History,https://www.barnesandnoble.com//b/textbooks/history/united-states-history/_/N-8q9Z11n2;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
World History,https://www.barnesandnoble.com//b/textbooks/history/world-history/_/N-8q9Z12d7;jsessionid=0B1362C3248EFCE7F2FEDF2DAEA9C041.prodny_store01-va04
"Business, Commercial & Financial Law",https://www.barnesandnoble.com//b/textbooks/law/business-commercial-financial-law/_/N-8q9Z1f7s;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Civil Rights Law,https://www.barnesandnoble.com//b/textbooks/law/civil-rights-law/_/N-8q9Z1fa4;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Constitutional Law,https://www.barnesandnoble.com//b/textbooks/law/constitutional-law/_/N-8q9Z1f69;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Courts & Trial Practice,https://www.barnesandnoble.com//b/textbooks/law/courts-trial-practice/_/N-8q9Z1fad;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Criminal Law & Procedure,https://www.barnesandnoble.com//b/textbooks/law/criminal-law-procedure/_/N-8q9Z1f6q;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Environmental Law,https://www.barnesandnoble.com//b/textbooks/law/environmental-law/_/N-8q9Z1f72;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Family Law,https://www.barnesandnoble.com//b/textbooks/law/family-law/_/N-8q9Z1f6x;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Foreign & International Law,https://www.barnesandnoble.com//b/textbooks/law/foreign-international-law/_/N-8q9Z1fbc;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
General & Miscellaneous Law,https://www.barnesandnoble.com//b/textbooks/law/general-miscellaneous-law/_/N-8q9Z1f8k;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Labor Law,https://www.barnesandnoble.com//b/textbooks/law/labor-law/_/N-8q9Z1f79;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Legal Reference,https://www.barnesandnoble.com//b/textbooks/law/legal-reference/_/N-8q9Z1fao;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Legal Theory & Philosophy,https://www.barnesandnoble.com//b/textbooks/law/legal-theory-philosophy/_/N-8q9Z1fbz;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Real Estate & Property Law,https://www.barnesandnoble.com//b/textbooks/law/real-estate-property-law/_/N-8q9Z1f7l;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Religious Law,https://www.barnesandnoble.com//b/textbooks/law/religious-law/_/N-8q9Z1fc7;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
Tort & Liability Law,https://www.barnesandnoble.com//b/textbooks/law/tort-liability-law/_/N-8q9Z1f7e;jsessionid=92ED41EF4EE7CF29C9F8B5B2A169632E.prodny_store01-va09
American Fiction,https://www.barnesandnoble.com//b/textbooks/literature/american-fiction/_/N-8q9Z1pg0;jsessionid=ABE5365AF469A07D2CFE882D2BB7B38F.prodny_store01-va11
Drama,https://www.barnesandnoble.com//b/textbooks/literature/drama/_/N-8q9Z163u;jsessionid=ABE5365AF469A07D2CFE882D2BB7B38F.prodny_store01-va11
Essays,https://www.barnesandnoble.com//b/textbooks/literature/essays/_/N-8q9Z1650;jsessionid=ABE5365AF469A07D2CFE882D2BB7B38F.prodny_store01-va11
Fiction & Literature Classics,https://www.barnesandnoble.com//b/textbooks/literature/fiction-literature-classics/_/N-8q9Z1pht;jsessionid=ABE5365AF469A07D2CFE882D2BB7B38F.prodny_store01-va11
Folklore & Mythology,https://www.barnesandnoble.com//b/textbooks/literature/folklore-mythology/_/N-8q9Z2geb;jsessionid=ABE5365AF469A07D2CFE882D2BB7B38F.prodny_store01-va11
Letters,https://www.barnesandnoble.com//b/textbooks/literature/letters/_/N-8q9Z164r;jsessionid=ABE5365AF469A07D2CFE882D2BB7B38F.prodny_store01-va11
Literary Criticism,https://www.barnesandnoble.com//b/textbooks/literature/literary-criticism/_/N-8q9Z15v4;jsessionid=ABE5365AF469A07D2CFE882D2BB7B38F.prodny_store01-va11
Literary Fiction,https://www.barnesandnoble.com//b/textbooks/literature/literary-fiction/_/N-8q9Z1pi2;jsessionid=ABE5365AF469A07D2CFE882D2BB7B38F.prodny_store01-va11
World Fiction,https://www.barnesandnoble.com//b/textbooks/literature/world-fiction/_/N-8q9Z1pi4;jsessionid=ABE5365AF469A07D2CFE882D2BB7B38F.prodny_store01-va11
Dentistry,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/dentistry/_/N-8q9Z167x;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Health-Related Professions,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/health-related-professions/_/N-8q9Z1688;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Medicine,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/medicine/_/N-8q9Z168q;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Medicine & Nursing Reference,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/medicine-nursing-reference/_/N-8q9Z2dj1;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Medicine & Nursing Test Prep,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/medicine-nursing-test-prep/_/N-8q9Z2djb;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Nursing,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/nursing/_/N-8q9Z16bd;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Veterinary Medicine,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/veterinary-medicine/_/N-8q9Z16dx;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Algebra,https://www.barnesandnoble.com//b/textbooks/mathematics/algebra/_/N-8q9Z18k3;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Arithmetic,https://www.barnesandnoble.com//b/textbooks/mathematics/arithmetic/_/N-8q9Z18k5;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Calculus,https://www.barnesandnoble.com//b/textbooks/mathematics/calculus/_/N-8q9Z18k6;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Computer Mathematics,https://www.barnesandnoble.com//b/textbooks/mathematics/computer-mathematics/_/N-8q9Z18k8;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Computer Science & Combinatorics,https://www.barnesandnoble.com//b/textbooks/mathematics/computer-science-combinatorics/_/N-8q9Z18k7;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Cryptography,https://www.barnesandnoble.com//b/textbooks/mathematics/cryptography/_/N-8q9Z18k2;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Fun & Educational Math,https://www.barnesandnoble.com//b/textbooks/mathematics/fun-educational-math/_/N-8q9Z18j8;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Geometry,https://www.barnesandnoble.com//b/textbooks/mathematics/geometry/_/N-8q9Z18jc;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
History of Mathematics,https://www.barnesandnoble.com//b/textbooks/mathematics/history-of-mathematics/_/N-8q9Z18kc;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Logic & Foundations of Mathematics,https://www.barnesandnoble.com//b/textbooks/mathematics/logic-foundations-of-mathematics/_/N-8q9Z18ke;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematical Analysis,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematical-analysis/_/N-8q9Z18jh;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematical Equations,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematical-equations/_/N-8q9Z18jl;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematical Modeling,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematical-modeling/_/N-8q9Z18jq;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematical Programming & Operations Research,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematical-programming-operations-research/_/N-8q9Z18kd;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematical Reference,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematical-reference/_/N-8q9Z18jy;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematical Rings,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematical-rings/_/N-8q9Z18kr;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematical Series,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematical-series/_/N-8q9Z18kk;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematical Spaces,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematical-spaces/_/N-8q9Z18kg;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematicians & Logicians - Biography,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematicians-logicians-biography/_/N-8q9Z18kt;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematics - Applied,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematics-applied/_/N-8q9Z18k4;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematics - Fields,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematics-fields/_/N-8q9Z18k9;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematics - General & Miscellaneous,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematics-general-miscellaneous/_/N-8q9Z18ka;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematics - Group Theory,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematics-group-theory/_/N-8q9Z18kb;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematics - Manifolds,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematics-manifolds/_/N-8q9Z18ks;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
"Mathematics - Sets, General Topology, & Categories",https://www.barnesandnoble.com//b/textbooks/mathematics/mathematics-sets-general-topology-categories/_/N-8q9Z18kl;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematics - Special Functions,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematics-special-functions/_/N-8q9Z18km;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Mathematics - Topology,https://www.barnesandnoble.com//b/textbooks/mathematics/mathematics-topology/_/N-8q9Z18ko;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Matrices & Determinants,https://www.barnesandnoble.com//b/textbooks/mathematics/matrices-determinants/_/N-8q9Z18kf;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Number Theory,https://www.barnesandnoble.com//b/textbooks/mathematics/number-theory/_/N-8q9Z18kh;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Numerical Analysis & Solutions,https://www.barnesandnoble.com//b/textbooks/mathematics/numerical-analysis-solutions/_/N-8q9Z18ki;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Probability Theory,https://www.barnesandnoble.com//b/textbooks/mathematics/probability-theory/_/N-8q9Z18kj;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Statistics,https://www.barnesandnoble.com//b/textbooks/mathematics/statistics/_/N-8q9Z18kn;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Trigonometry,https://www.barnesandnoble.com//b/textbooks/mathematics/trigonometry/_/N-8q9Z18kp;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Vectors & Tensors,https://www.barnesandnoble.com//b/textbooks/mathematics/vectors-tensors/_/N-8q9Z18kq;jsessionid=3B9C4D17FDA8DB9CEFD91031AA2A34D8.prodny_store01-va11
Blues,https://www.barnesandnoble.com//b/textbooks/music/blues/_/N-8q9Z1bm9
Classical Music,https://www.barnesandnoble.com//b/textbooks/music/classical-music/_/N-8q9Z1bme
Country Music,https://www.barnesandnoble.com//b/textbooks/music/country-music/_/N-8q9Z1bmk
Folk Music & Traditional,https://www.barnesandnoble.com//b/textbooks/music/folk-music-traditional/_/N-8q9Z1blr
Jazz,https://www.barnesandnoble.com//b/textbooks/music/jazz/_/N-8q9Z1bmr
Music - General & Miscellaneous,https://www.barnesandnoble.com//b/textbooks/music/music-general-miscellaneous/_/N-8q9Z1bn3
Music Biography,https://www.barnesandnoble.com//b/textbooks/music/music-biography/_/N-8q9Z1bpn
Music Business,https://www.barnesandnoble.com//b/textbooks/music/music-business/_/N-8q9Z1bni
Music Instruction & Education,https://www.barnesandnoble.com//b/textbooks/music/music-instruction-education/_/N-8q9Z1bl5
Music Reference,https://www.barnesandnoble.com//b/textbooks/music/music-reference/_/N-8q9Z1bnq
Music Technology & Recording,https://www.barnesandnoble.com//b/textbooks/music/music-technology-recording/_/N-8q9Z1bli
Music Theory & Composition,https://www.barnesandnoble.com//b/textbooks/music/music-theory-composition/_/N-8q9Z1bnx
Musical Instruments,https://www.barnesandnoble.com//b/textbooks/music/musical-instruments/_/N-8q9Z1bo6
Opera,https://www.barnesandnoble.com//b/textbooks/music/opera/_/N-8q9Z1bod
Popular & Dance Music,https://www.barnesandnoble.com//b/textbooks/music/popular-dance-music/_/N-8q9Z1bm1
Religious & Sacred Music,https://www.barnesandnoble.com//b/textbooks/music/religious-sacred-music/_/N-8q9Z1blc
Rock & Roll,https://www.barnesandnoble.com//b/textbooks/music/rock-roll/_/N-8q9Z1boo
Sheet Music & Songbooks,https://www.barnesandnoble.com//b/textbooks/music/sheet-music-songbooks/_/N-8q9Z1bp2
World Music,https://www.barnesandnoble.com//b/textbooks/music/world-music/_/N-8q9Z1bph
Dentistry,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/dentistry/_/N-8q9Z167x;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Health-Related Professions,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/health-related-professions/_/N-8q9Z1688;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Medicine,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/medicine/_/N-8q9Z168q;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Medicine & Nursing Reference,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/medicine-nursing-reference/_/N-8q9Z2dj1;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Medicine & Nursing Test Prep,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/medicine-nursing-test-prep/_/N-8q9Z2djb;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Nursing,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/nursing/_/N-8q9Z16bd;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Veterinary Medicine,https://www.barnesandnoble.com//b/textbooks/medicine-nursing/veterinary-medicine/_/N-8q9Z16dx;jsessionid=37954AF6B3874577D6B79FA7405456B7.prodny_store01-va05
Ancient & Medieval Philosophy,https://www.barnesandnoble.com//b/textbooks/philosophy/ancient-medieval-philosophy/_/N-8q9Z1fe8;jsessionid=20F8A3D645E5356B75977CC2AE68803F.prodny_store02-va17
Asian Philosophy,https://www.barnesandnoble.com//b/textbooks/philosophy/asian-philosophy/_/N-8q9Z1fei;jsessionid=20F8A3D645E5356B75977CC2AE68803F.prodny_store02-va17
European & American Philosophy,https://www.barnesandnoble.com//b/textbooks/philosophy/european-american-philosophy/_/N-8q9Z1fer;jsessionid=20F8A3D645E5356B75977CC2AE68803F.prodny_store02-va17
General & Miscellaneous Philosophy,https://www.barnesandnoble.com//b/textbooks/philosophy/general-miscellaneous-philosophy/_/N-8q9Z1ffd;jsessionid=20F8A3D645E5356B75977CC2AE68803F.prodny_store02-va17
Linguistics & Semiotics,https://www.barnesandnoble.com//b/textbooks/philosophy/linguistics-semiotics/_/N-8q9Z1ffw;jsessionid=20F8A3D645E5356B75977CC2AE68803F.prodny_store02-va17
Major Branches of Philosophical Study,https://www.barnesandnoble.com//b/textbooks/philosophy/major-branches-of-philosophical-study/_/N-8q9Z1fgy;jsessionid=20F8A3D645E5356B75977CC2AE68803F.prodny_store02-va17
Philosophical Positions & Movements,https://www.barnesandnoble.com//b/textbooks/philosophy/philosophical-positions-movements/_/N-8q9Z1fho;jsessionid=20F8A3D645E5356B75977CC2AE68803F.prodny_store02-va17
Renaissance & Modern Philosophy,https://www.barnesandnoble.com//b/textbooks/philosophy/renaissance-modern-philosophy/_/N-8q9Z1fi5;jsessionid=20F8A3D645E5356B75977CC2AE68803F.prodny_store02-va17
Civil & Human Rights,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/civil-human-rights/_/N-8q9Z16su
Diplomacy & International Relations,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/diplomacy-international-relations/_/N-8q9Z16zd
Economics & Politics,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/economics-politics/_/N-8q9Z172a
Environmental Politics,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/environmental-politics/_/N-8q9Z16t2
Immigration & Emigration,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/immigration-emigration/_/N-8q9Z16ta
Labor & Politics,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/labor-politics/_/N-8q9Z16u3
Middle Eastern Politics,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/middle-eastern-politics/_/N-8q9Z16ys
Political Activism & Participation,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/political-activism-participation/_/N-8q9Z1710
Political Biography,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/political-biography/_/N-8q9Z174u
Political Theory & Ideology,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/political-theory-ideology/_/N-8q9Z1719
Politics & Government - General & Miscellaneous,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/politics-government-general-miscellaneous/_/N-8q9Z173d
Public Affairs & Policies,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/public-affairs-policies/_/N-8q9Z1742
Public Health & Safety,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/public-health-safety/_/N-8q9Z16ug
Social Services & Welfare,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/social-services-welfare/_/N-8q9Z16uz
Terrorism,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/terrorism/_/N-8q9Z1767
United States Politics & Government,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/united-states-politics-government/_/N-8q9Z16wx
World Politics,https://www.barnesandnoble.com//b/textbooks/current-affairs-politics/world-politics/_/N-8q9Z16v5
Clinical Psychology,https://www.barnesandnoble.com//b/textbooks/psychology/clinical-psychology/_/N-8q9Z1fcv;jsessionid=A55F85BA4E6CA73AFC21736D58E69F51.prodny_store01-va13
Psychological Disorders,https://www.barnesandnoble.com//b/textbooks/psychology/psychological-disorders/_/N-8q9Z1fcd;jsessionid=A55F85BA4E6CA73AFC21736D58E69F51.prodny_store01-va13
"Psychology - Theory, History & Research",https://www.barnesandnoble.com//b/textbooks/psychology/psychology-theory-history-research/_/N-8q9Z1fdc;jsessionid=A55F85BA4E6CA73AFC21736D58E69F51.prodny_store01-va13
Atlases & Maps,https://www.barnesandnoble.com//b/textbooks/reference/atlases-maps/_/N-8q9Z1g9x;jsessionid=169F80FCB3E8D45DC2631C8F09B3E47B.prodny_store01-va17
English Language Reference,https://www.barnesandnoble.com//b/textbooks/reference/english-language-reference/_/N-8q9Z1gao;jsessionid=169F80FCB3E8D45DC2631C8F09B3E47B.prodny_store01-va17
Foreign Language Study Aids & Dictionaries,https://www.barnesandnoble.com//b/textbooks/reference/foreign-language-study-aids-dictionaries/_/N-8q9Z1gb0;jsessionid=169F80FCB3E8D45DC2631C8F09B3E47B.prodny_store01-va17
Genealogy & Family History,https://www.barnesandnoble.com//b/textbooks/reference/genealogy-family-history/_/N-8q9Z1gck;jsessionid=169F80FCB3E8D45DC2631C8F09B3E47B.prodny_store01-va17
General Reference,https://www.barnesandnoble.com//b/textbooks/reference/general-reference/_/N-8q9Z1gdg;jsessionid=169F80FCB3E8D45DC2631C8F09B3E47B.prodny_store01-va17
Library & Information Science,https://www.barnesandnoble.com//b/textbooks/reference/library-information-science/_/N-8q9Z1ggc;jsessionid=169F80FCB3E8D45DC2631C8F09B3E47B.prodny_store01-va17
School Guides & Test Preparation,https://www.barnesandnoble.com//b/textbooks/reference/school-guides-test-preparation/_/N-8q9Z1gh5;jsessionid=169F80FCB3E8D45DC2631C8F09B3E47B.prodny_store01-va17
Writing,https://www.barnesandnoble.com//b/textbooks/reference/writing/_/N-8q9Z1gii;jsessionid=169F80FCB3E8D45DC2631C8F09B3E47B.prodny_store01-va17
Buddhism,https://www.barnesandnoble.com//b/textbooks/religion/buddhism/_/N-8q9Z17d7;jsessionid=44F25368F1D7F500802F5E0A52C61E9A.prodny_store01-va02
Christianity,https://www.barnesandnoble.com//b/textbooks/religion/christianity/_/N-8q9Z17dr;jsessionid=44F25368F1D7F500802F5E0A52C61E9A.prodny_store01-va02
General & Miscellaneous Religion,https://www.barnesandnoble.com//b/textbooks/religion/general-miscellaneous-religion/_/N-8q9Z17j1;jsessionid=44F25368F1D7F500802F5E0A52C61E9A.prodny_store01-va02
Hinduism,https://www.barnesandnoble.com//b/textbooks/religion/hinduism/_/N-8q9Z17ly;jsessionid=44F25368F1D7F500802F5E0A52C61E9A.prodny_store01-va02
Islam,https://www.barnesandnoble.com//b/textbooks/religion/islam/_/N-8q9Z17ma;jsessionid=44F25368F1D7F500802F5E0A52C61E9A.prodny_store01-va02
Judaism & Judaica,https://www.barnesandnoble.com//b/textbooks/religion/judaism-judaica/_/N-8q9Z17mz;jsessionid=44F25368F1D7F500802F5E0A52C61E9A.prodny_store01-va02
Spirituality,https://www.barnesandnoble.com//b/textbooks/religion/spirituality/_/N-8q9Z2bxo;jsessionid=44F25368F1D7F500802F5E0A52C61E9A.prodny_store01-va02
Cognitive Science,https://www.barnesandnoble.com//b/textbooks/science-general-miscellaneous/cognitive-science/_/N-8q9Z18i0;jsessionid=CAA2F5D99F38CE0A164AAC46603CB532.prodny_store01-va01
Science - General & Miscellaneous,https://www.barnesandnoble.com//b/textbooks/science-general-miscellaneous/science-general-miscellaneous/_/N-8q9Z18i1;jsessionid=CAA2F5D99F38CE0A164AAC46603CB532.prodny_store01-va01
"Scientific Organizations, Institutions & Accolades",https://www.barnesandnoble.com//b/textbooks/science-general-miscellaneous/scientific-organizations-institutions-accolades/_/N-8q9Z18i2;jsessionid=CAA2F5D99F38CE0A164AAC46603CB532.prodny_store01-va01
African Americans,https://www.barnesandnoble.com//b/textbooks/social-sciences/african-americans/_/N-8q9Z1c3k;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
African Studies,https://www.barnesandnoble.com//b/textbooks/social-sciences/african-studies/_/N-8q9Z18ry;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Anthropology & Archaeology,https://www.barnesandnoble.com//b/textbooks/social-sciences/anthropology-archaeology/_/N-8q9Z193h;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Asian & Asian American Studies,https://www.barnesandnoble.com//b/textbooks/social-sciences/asian-asian-american-studies/_/N-8q9Z198u;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Criminology,https://www.barnesandnoble.com//b/textbooks/social-sciences/criminology/_/N-8q9Z1951;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
